,fid_code,desc,slope
0,1700999999,"Brown County, IL",-0.001487945947773272
1,1326599999,"Taliaferro County, GA",-0.0012754466772604046
2,0215899999,"Kusilvak Census Area, AK",-0.0011221550726502744
3,1326999999,"Taylor County, GA",-0.001085862209564836
4,1603399999,"Clark County, ID",-0.0010740510424150902
5,0104999999,"DeKalb County, AL",-0.0010447894582996868
6,0113199999,"Wilcox County, AL",-0.0009847696401042581
7,0609199999,"Sierra County, CA",-0.000983805086449541
8,1325999999,"Stewart County, GA",-0.0009525846430269308
9,1203599999,"Flagler County, FL",-0.0008934846556893502
10,1313199999,"Grady County, GA",-0.0008875120735516731
11,0509599999,"Monroe County, AR",-0.000870159106777691
12,0501599999,"Carroll County, AR",-0.0008534993138400621
13,0507799999,"Lee County, AR",-0.0008505157927359939
14,1210799999,"Putnam County, FL",-0.0008228173312897263
15,2117599999,"Morgan County, KY",-0.0007998835795940908
16,0506599999,"Izard County, AR",-0.000790470742324523
17,2105799999,"Cumberland County, KY",-0.0007847490682160999
18,1326399999,"Talbot County, GA",-0.0007602885796918823
19,0606999999,"San Benito County, CA",-0.0007559386449818873
20,0105399999,"Escambia County, AL",-0.0007498352337770235
21,0600199999,"Alameda County, CA",-0.0007426568533538037
22,0601399999,"Contra Costa County, CA",-0.0007426568533538037
23,2123799999,"Wolfe County, KY",-0.0007384436259134405
24,2110999999,"Jackson County, KY",-0.0007278245444072867
25,2017199999,"Scott County, KS",-0.0007167976847440231
26,0510799999,"Phillips County, AR",-0.0007087401608924563
27,0504399999,"Drew County, AR",-0.0007079484618391284
28,2123199999,"Wayne County, KY",-0.0007067842933933724
29,1330999999,"Wheeler County, GA",-0.0006901611552413298
30,2006199999,"Geary County, KS",-0.0006892433800250664
31,0811199999,"San Juan County, CO",-0.0006825650821593983
32,0106399999,"Greene County, AL",-0.0006705851131179866
33,1320799999,"Monroe County, GA",-0.0006693741036125779
34,1313799999,"Habersham County, GA",-0.0006646197812163229
35,2116599999,"Menifee County, KY",-0.0006640031994265497
36,0100399999,"Baldwin County, AL",-0.0006626304569898502
37,0103599999,"Conecuh County, AL",-0.000653865703234238
38,2114799999,"McCreary County, KY",-0.0006520198493048813
39,1309399999,"Dooly County, GA",-0.0006512079126923433
40,1314199999,"Hancock County, GA",-0.0006484511692537606
41,1329399999,"Upson County, GA",-0.0006421722553309297
42,2115999999,"Martin County, KY",-0.0006298766710781525
43,1607799999,"Power County, ID",-0.0006263380079253506
44,2101199999,"Bath County, KY",-0.0006254523131483204
45,0206099999,"Bristol Bay Borough, AK",-0.0006174579636453063
46,2300343710,"Aroostook County, ME",-0.0006158637315999379
47,2300319420,"Aroostook County, ME",-0.0006158637315999379
48,2300339300,"Aroostook County, ME",-0.0006158637315999379
49,2300360825,"Aroostook County, ME",-0.0006158637315999379
50,2300342450,"Aroostook County, ME",-0.0006158637315999379
51,2300339965,"Aroostook County, ME",-0.0006158637315999379
52,2300300800,"Aroostook County, ME",-0.0006158637315999379
53,2300333385,"Aroostook County, ME",-0.0006158637315999379
54,2300330725,"Aroostook County, ME",-0.0006158637315999379
55,2300321380,"Aroostook County, ME",-0.0006158637315999379
56,2300301220,"Aroostook County, ME",-0.0006158637315999379
57,2300307065,"Aroostook County, ME",-0.0006158637315999379
58,2300369260,"Aroostook County, ME",-0.0006158637315999379
59,2300364780,"Aroostook County, ME",-0.0006158637315999379
60,2300348575,"Aroostook County, ME",-0.0006158637315999379
61,2300354385,"Aroostook County, ME",-0.0006158637315999379
62,2300326735,"Aroostook County, ME",-0.0006158637315999379
63,2300310565,"Aroostook County, ME",-0.0006158637315999379
64,2300312000,"Aroostook County, ME",-0.0006158637315999379
65,2300369930,"Aroostook County, ME",-0.0006158637315999379
66,2300343255,"Aroostook County, ME",-0.0006158637315999379
67,2300330690,"Aroostook County, ME",-0.0006158637315999379
68,2300325755,"Aroostook County, ME",-0.0006158637315999379
69,2300311785,"Aroostook County, ME",-0.0006158637315999379
70,2300357936,"Aroostook County, ME",-0.0006158637315999379
71,2300311300,"Aroostook County, ME",-0.0006158637315999379
72,2300373472,"Aroostook County, ME",-0.0006158637315999379
73,2300358060,"Aroostook County, ME",-0.0006158637315999379
74,2300341715,"Aroostook County, ME",-0.0006158637315999379
75,2300332195,"Aroostook County, ME",-0.0006158637315999379
76,2300325615,"Aroostook County, ME",-0.0006158637315999379
77,2300305385,"Aroostook County, ME",-0.0006158637315999379
78,2300355435,"Aroostook County, ME",-0.0006158637315999379
79,2300353602,"Aroostook County, ME",-0.0006158637315999379
80,2300349415,"Aroostook County, ME",-0.0006158637315999379
81,2300365200,"Aroostook County, ME",-0.0006158637315999379
82,2300348960,"Aroostook County, ME",-0.0006158637315999379
83,2300335065,"Aroostook County, ME",-0.0006158637315999379
84,2300367790,"Aroostook County, ME",-0.0006158637315999379
85,2300327120,"Aroostook County, ME",-0.0006158637315999379
86,2300327855,"Aroostook County, ME",-0.0006158637315999379
87,2300319210,"Aroostook County, ME",-0.0006158637315999379
88,2300301710,"Aroostook County, ME",-0.0006158637315999379
89,2300313900,"Aroostook County, ME",-0.0006158637315999379
90,2300365025,"Aroostook County, ME",-0.0006158637315999379
91,2300333980,"Aroostook County, ME",-0.0006158637315999379
92,2300340595,"Aroostook County, ME",-0.0006158637315999379
93,2300343990,"Aroostook County, ME",-0.0006158637315999379
94,2300360300,"Aroostook County, ME",-0.0006158637315999379
95,2300374405,"Aroostook County, ME",-0.0006158637315999379
96,2300348120,"Aroostook County, ME",-0.0006158637315999379
97,2300345180,"Aroostook County, ME",-0.0006158637315999379
98,2300302760,"Aroostook County, ME",-0.0006158637315999379
99,2300311335,"Aroostook County, ME",-0.0006158637315999379
100,2300378570,"Aroostook County, ME",-0.0006158637315999379
101,2300311020,"Aroostook County, ME",-0.0006158637315999379
102,2300315990,"Aroostook County, ME",-0.0006158637315999379
103,2300346685,"Aroostook County, ME",-0.0006158637315999379
104,2300347175,"Aroostook County, ME",-0.0006158637315999379
105,2300362400,"Aroostook County, ME",-0.0006158637315999379
106,2300328590,"Aroostook County, ME",-0.0006158637315999379
107,2300342520,"Aroostook County, ME",-0.0006158637315999379
108,2300332685,"Aroostook County, ME",-0.0006158637315999379
109,2300315395,"Aroostook County, ME",-0.0006158637315999379
110,2001999999,"Chautauqua County, KS",-0.0006150758138624128
111,1328799999,"Turner County, GA",-0.0006083988307181165
112,0604199999,"Marin County, CA",-0.0006059989570466733
113,0608199999,"San Mateo County, CA",-0.0006059989570466733
114,0607599999,"San Francisco County, CA",-0.0006059989570466733
115,0107599999,"Lamar County, AL",-0.0006047586713573095
116,1326199999,"Sumter County, GA",-0.0006025745035020799
117,0603399999,"Lake County, CA",-0.0005992180525997131
118,0102799999,"Clay County, AL",-0.0005983125980261135
119,2300356205,"Aroostook County, ME",-0.0005956917753871488
120,2122599999,"Union County, KY",-0.0005845070609166829
121,2401999999,"Dorchester County, MD",-0.0005805496686431358
122,1311199999,"Fannin County, GA",-0.000571068330231303
123,0219899999,"Prince of Wales-Hyder Census Area, AK",-0.0005680412496687537
124,2123599999,"Whitley County, KY",-0.0005673412069157968
125,0510999999,"Pike County, AR",-0.0005628984978915952
126,1810799999,"Montgomery County, IN",-0.0005604693166442899
127,2117199999,"Monroe County, KY",-0.0005599685013089361
128,0501799999,"Chicot County, AR",-0.0005583163385570315
129,1315799999,"Jackson County, GA",-0.0005551844389263441
130,1331599999,"Wilcox County, GA",-0.0005539239831240887
131,1316399999,"Jefferson County, GA",-0.0005518759265693571
132,0500399999,"Ashley County, AR",-0.0005455815511582469
133,2120399999,"Rockcastle County, KY",-0.0005396380248746913
134,0602399999,"Humboldt County, CA",-0.000538823989808328
135,2210999999,"Terrebonne Parish, LA",-0.0005386301903567271
136,2205799999,"Lafourche Parish, LA",-0.0005386301903567271
137,0514799999,"Woodruff County, AR",-0.0005375481081973145
138,0601599999,"Del Norte County, CA",-0.000535632726189608
139,2402999999,"Kent County, MD",-0.000532452701205869
140,0503799999,"Cross County, AR",-0.0005315505420485817
141,0502999999,"Conway County, AR",-0.0005260356968332054
142,0109799999,"Mobile County, AL",-0.000518577861576152
143,1303199999,"Bulloch County, GA",-0.0005089992148732518
144,0511799999,"Prairie County, AR",-0.0005028926541246322
145,2404199999,"Talbot County, MD",-0.0004995325599738578
146,1328599999,"Troup County, GA",-0.0004981506698116935
147,0112199999,"Talladega County, AL",-0.0004975049990466543
148,0507599999,"Lawrence County, AR",-0.0004956272031421365
149,1318199999,"Lincoln County, GA",-0.0004953467494529067
150,0109999999,"Monroe County, AL",-0.0004936589235806515
151,0112799999,"Walker County, AL",-0.0004929489546211699
152,0104399999,"Cullman County, AL",-0.00048576264239700835
153,1713999999,"Moultrie County, IL",-0.0004850365735255808
154,1710399999,"Lee County, IL",-0.0004848336162497577
155,2120199999,"Robertson County, KY",-0.0004843474122004534
156,1905199999,"Davis County, IA",-0.00048277727376416633
157,1331799999,"Wilkes County, GA",-0.0004810699206821997
158,0508399999,"Logan County, AR",-0.0004765059221215659
159,2122999999,"Washington County, KY",-0.00047419484210805564
160,2105399999,"Clinton County, KY",-0.0004722447859382398
161,1213199999,"Walton County, FL",-0.00047050142161342995
162,0201399999,"Aleutians East Borough, AK",-0.00046718189920832645
163,2117399999,"Montgomery County, KY",-0.00046520448764295205
164,1300999999,"Baldwin County, GA",-0.0004649240568855229
165,2400199999,"Allegany County, MD",-0.0004645804985515953
166,0112399999,"Tallapoosa County, AL",-0.0004580963406129019
167,0505799999,"Hempstead County, AR",-0.0004575566870595947
168,1321199999,"Morgan County, GA",-0.0004551215017636979
169,1312399999,"Gilmer County, GA",-0.00045484812456538664
170,1204999999,"Hardee County, FL",-0.00045452852838035937
171,1814999999,"Starke County, IN",-0.00045073980246591606
172,0511199999,"Poinsett County, AR",-0.0004495190320657212
173,2300724775,"Franklin County, ME",-0.0004485057260049862
174,2300710740,"Franklin County, ME",-0.0004485057260049862
175,2300761875,"Franklin County, ME",-0.0004485057260049862
176,2300710915,"Franklin County, ME",-0.0004485057260049862
177,2300724005,"Franklin County, ME",-0.0004485057260049862
178,2300749345,"Franklin County, ME",-0.0004485057260049862
179,2300774825,"Franklin County, ME",-0.0004485057260049862
180,2300758445,"Franklin County, ME",-0.0004485057260049862
181,2300719865,"Franklin County, ME",-0.0004485057260049862
182,2300770760,"Franklin County, ME",-0.0004485057260049862
183,2300749520,"Franklin County, ME",-0.0004485057260049862
184,2300734820,"Franklin County, ME",-0.0004485057260049862
185,2300761840,"Franklin County, ME",-0.0004485057260049862
186,2300716165,"Franklin County, ME",-0.0004485057260049862
187,2300702235,"Franklin County, ME",-0.0004485057260049862
188,2300765655,"Franklin County, ME",-0.0004485057260049862
189,2300712595,"Franklin County, ME",-0.0004485057260049862
190,2300735625,"Franklin County, ME",-0.0004485057260049862
191,2300714205,"Franklin County, ME",-0.0004485057260049862
192,2300751400,"Franklin County, ME",-0.0004485057260049862
193,2300775980,"Franklin County, ME",-0.0004485057260049862
194,2300737025,"Franklin County, ME",-0.0004485057260049862
195,0509399999,"Mississippi County, AR",-0.00044813958692470037
196,2114199999,"Logan County, KY",-0.00044772831288291754
197,0605799999,"Nevada County, CA",-0.0004461810242822811
198,0513799999,"Stone County, AR",-0.0004451919276525421
199,0510199999,"Newton County, AR",-0.00044475663659676487
200,0610799999,"Tulare County, CA",-0.00044156860324128655
201,1719599999,"Whiteside County, IL",-0.0004400092266275361
202,0212299999,"Kenai Peninsula Borough, AK",-0.0004377788028095018
203,0106199999,"Geneva County, AL",-0.00043418969056664063
204,0106999999,"Houston County, AL",-0.00043418969056664063
205,2116199999,"Mason County, KY",-0.0004328338159208761
206,1810599999,"Monroe County, IN",-0.00043272288969914804
207,1804599999,"Fountain County, IN",-0.00043183515711433775
208,2501379740,"Hampden County, MA",-0.0004315485805039378
209,2501330665,"Hampden County, MA",-0.0004315485805039378
210,2501501325,"Hampshire County, MA",-0.0004315485805039378
211,2501365825,"Hampden County, MA",-0.0004315485805039378
212,2501546330,"Hampshire County, MA",-0.0004315485805039378
213,2501526290,"Hampshire County, MA",-0.0004315485805039378
214,2501337175,"Hampden County, MA",-0.0004315485805039378
215,2501342530,"Hampden County, MA",-0.0004315485805039378
216,2501526535,"Hampshire County, MA",-0.0004315485805039378
217,2501527690,"Hampshire County, MA",-0.0004315485805039378
218,2501562745,"Hampshire County, MA",-0.0004315485805039378
219,2501358650,"Hampden County, MA",-0.0004315485805039378
220,2501529265,"Hampshire County, MA",-0.0004315485805039378
221,2501572880,"Hampshire County, MA",-0.0004315485805039378
222,2501352144,"Hampden County, MA",-0.0004315485805039378
223,2501531785,"Hampshire County, MA",-0.0004315485805039378
224,2501540990,"Hampshire County, MA",-0.0004315485805039378
225,2501376030,"Hampden County, MA",-0.0004315485805039378
226,2501336300,"Hampden County, MA",-0.0004315485805039378
227,2501326675,"Hampden County, MA",-0.0004315485805039378
228,2501504825,"Hampshire County, MA",-0.0004315485805039378
229,2501377890,"Hampden County, MA",-0.0004315485805039378
230,2501306085,"Hampden County, MA",-0.0004315485805039378
231,2501516040,"Hampshire County, MA",-0.0004315485805039378
232,2501519370,"Hampshire County, MA",-0.0004315485805039378
233,2501554030,"Hampshire County, MA",-0.0004315485805039378
234,2501328075,"Hampden County, MA",-0.0004315485805039378
235,2501300840,"Hampden County, MA",-0.0004315485805039378
236,2501579915,"Hampshire County, MA",-0.0004315485805039378
237,2501576380,"Hampshire County, MA",-0.0004315485805039378
238,2501308470,"Hampden County, MA",-0.0004315485805039378
239,2501513590,"Hampshire County, MA",-0.0004315485805039378
240,2501319645,"Hampden County, MA",-0.0004315485805039378
241,2501330840,"Hampden County, MA",-0.0004315485805039378
242,2501313485,"Hampden County, MA",-0.0004315485805039378
243,2501564145,"Hampshire County, MA",-0.0004315485805039378
244,2501582175,"Hampshire County, MA",-0.0004315485805039378
245,2501342145,"Hampden County, MA",-0.0004315485805039378
246,2501370045,"Hampden County, MA",-0.0004315485805039378
247,2501372390,"Hampden County, MA",-0.0004315485805039378
248,2501552560,"Hampshire County, MA",-0.0004315485805039378
249,2501367000,"Hampden County, MA",-0.0004315485805039378
250,2501313660,"Hampden County, MA",-0.0004315485805039378
251,0110599999,"Perry County, AL",-0.00042775581659448017
252,1327199999,"Telfair County, GA",-0.00042690122026285113
253,1806599999,"Henry County, IN",-0.0004256498817689668
254,1808799999,"LaGrange County, IN",-0.00042462655705566575
255,1710199999,"Lawrence County, IL",-0.00042420393116515323
256,1701799999,"Cass County, IL",-0.00042224643648153417
257,2400999999,"Calvert County, MD",-0.0004217804344588884
258,2403199999,"Montgomery County, MD",-0.0004217804344588884
259,1100199999,"District of Columbia, DC",-0.0004217804344588884
260,2403399999,"Prince George's County, MD",-0.0004217804344588884
261,2402199999,"Frederick County, MD",-0.0004217804344588884
262,2401799999,"Charles County, MD",-0.0004217804344588884
263,1911599999,"Louisa County, IA",-0.0004180857676606988
264,1815599999,"Switzerland County, IN",-0.0004177332547624777
265,1602199999,"Boundary County, ID",-0.00041647380016471806
